author_display,title,id,author_id
"Tighe, Mary","Written in a Copy of Psyche WHICH HAD BEEN IN THE LIBRARY OF C. J. FOX. April, 1809.",pmt18-w0030,pers00320
"Wesley, Charles","Glory be to GOD on high, &c. ",o3900-w0840,pers00309
"Rowe, Elizabeth",To the Honourable Mrs. E— Stretchy. ,oar96-w0100,pers00265
"Barber, Mary","To the Honourable Mrs. Spencer, on her removing from Windsor to Rookly in Hampshire. ",pba35-w1010,pers00087
"Tighe, Mary",Psyche [Canto I.] ,pmt18-w0020,pers00320
"Chatterton, Thomas",THE PROPHECY. ,o4039-w0200,pers00288
"Blamire, Susanna",MAY NOT THE LOVE OF PRAISE BE AN INCENTIVE TO VIRTUE? ,bsb18-w0080,pers00280
"Taylor, William","A very gallant Copy of VERSES, (but somewhat silly) upon the Ladies, and their fine Cloaths at a Ball. ",o5156-w0980,pers00133
"Roberts, William Hayward",THE POOR MAN's PRAYER. ADDRESSED TO LORD CHATHAM.,o5089-w0560,pers00183
"Leapor, Mary",The DEATH of ABEL. ,o5125-w0550,pers00154
"Brerewood, Thomas",SPRING. A PASTORAL BALLAD.,o4985-w0160,pers00167
"Congreve, William",AN IMPOSSIBLE THING. A TALE.,o5354-w0010,pers00339
"Taylor, William","Another on the same Subject, written with more Judgment, but fewer good Manners. ",o5156-w0990,pers00133
"Smith, Caleb","AN EPITAPH, ",o5089-w0570,pers00184
"Blamire, Susanna",THE BOWER OF ELEGANCE. ADDRESSED TO A VERY ACCOMPLISHED WOMAN.,bsb18-w0090,pers00280
"Brerewood, Thomas",SUMMER. ,o4985-w0170,pers00167
"Leapor, Mary",The POWER of BEAUTY. ,o5125-w0540,pers00154
"Baillie, Joanna",RHYMES FOR CHANTING. ,bjb18-w0350,pers00287
"Taylor, William",The DROPSICAL MAN. ,o5157-w0130,pers00133
"Scott, Thomas",The PICTURE of HUMAN LIFE. Translated from the GREEK of CEBES the THEBAN.,o5157-w0120,pers00125
"Baillie, Joanna",RHYMES. ,bjb18-w0340,pers00287
"Cowper, William",To the REV. MR. NEWTON. An Invitation into the Country.,o3794-w0380,pers00269
"Hunter, Anne",SONG. ,bah18-w0500,pers00281
"Smith, Charlotte",SONNET [52] LII. The Pilgrim. From the Novel of Celestina. ,n22cs-w0520,pers00290
"Purney, Thomas","LALLET: OR, The Tender Shepherdess.",o5099-w0020,pers00336
"Smith, Charlotte",SONNET [53] LIII. The Laplander. From the Novel of Celestina. ,n22cs-w0530,pers00290
"Hunter, Anne",THE SPIRIT'S SONG. ,bah18-w0510,pers00281
"Edwards, Thomas","SONNET. TO W. HEBERDEN, M. D.",o4987-w0120,pers00016
"Edwards, Thomas",SONNET. TO MR. J. PAICE.,o4987-w0130,pers00016
"Lennox, Charlotte",TO MONESES Singing. ,o5247-w0070,pers00295
"Egerton, Sarah Fyge",To the Queen. ,pse03-w0050,pers00272
"Wesley, Charles","GAL. iii. 22. The Scripture hath concluded all under Sin, that the Promise by Faith of JESUS CHRIST might be given to them that believe. ",o3900-w0600,pers00309
"Lennox, Charlotte",ENVY. A SATIRE.,o5247-w0060,pers00295
"Wesley, John",Hoping for GRACE. From the German.,o3900-w0610,pers00310
"Egerton, Sarah Fyge",Satyr against the Muses. ,pse03-w0040,pers00272
"Fawkes, Francis","A VERNAL ODE. Sent to his Grace the Lord Archbishop of CANTERBURY, March 12, 1754.",o5155-w0600,pers00043
"Chesterfield, 4th Earl of, Philip Dormer Stanhope",SONG. ,o5152-w0430,pers00014
"Whyte, Samuel",ELEGY II. ,o4987-w0800,pers00189
"Fawkes, Francis",An AUTUMNAL ODE. ,o5155-w0610,pers00043
"Chesterfield, 4th Earl of, Philip Dormer Stanhope",VERSES written in a Lady's Sherlock upon Death. ,o5152-w0420,pers00014
"Whyte, Samuel","AN INSCRIPTION WRITTEN UPON ONE OF THE TUBS IN HAM-WALKS, SEPTEMBER, 1760. ",o4987-w0810,pers00189
"Cristall, Ann Batten",BEFORE TWILIGHT. ,cac95-w0010,pers00301
"Prior, Matthew",CUPID Mistaken. ,pmp18-w0280,pers00314
"Prior, Matthew",VENUS Mistaken. ,pmp18-w0290,pers00314
"Leapor, Mary",ESSAY on FRIENDSHIP. ,o5125-w0220,pers00154
"Tickell, Thomas",To a LADY before MARRIAGE. ,o5089-w0210,pers00011
"Cambridge, Richard Owen",An Elegy written in an empty Assembly-Room. ,o5157-w0810,pers00041
"Leapor, Mary",The MISTAKEN LOVER. ,o5125-w0230,pers00154
"Cambridge, Richard Owen",The FABLE of JOTHAM: To the BOROUGH-HUNTERS.,o5157-w0800,pers00041
Anonymous,A SONG. WRITTEN TO A LADY.,o5089-w0200,pers00156
"Williams, Helen Maria",SONNET TO THE MOON.,bhw18-w0210,pers00276
"Watts, Isaac",TO Nathanael Gould Esq ,o4672-w0420,pers00292
"Williams, Helen Maria",SONNET ON READING BURNS' “MOUNTAIN DAISY.”,bhw18-w0200,pers00276
"Watts, Isaac",TO Dr. Thomas Gibson. ,o4672-w0430,pers00292
"Darwall, Mary",HYMN TO SOLITUDE. ,o4986-w0350,pers00219
"Edwards, Thomas",SONNET XII. ,o5153-w0781,pers00016
"Darwall, Mary",LIBERTY: AN ELEGY.,o4986-w0340,pers00219
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM II. ,o5153-w0791,pers00119
"Barber, Mary","A Letter for my Son to one of his School-fellows, Son to Henry Rose, Esq; ",pba35-w0360,pers00087
"Pomfret, John",To another Friend under Affliction. ,ppo24-w0080,pers00257
"Hunter, Anne","SONNET, AFTER THE DEATH OF LAURA.",bah18-w0190,pers00281
"Pomfret, John",To his Friend inclin'd to Marry. ,ppo24-w0090,pers00257
"Barber, Mary","To a Gentleman, who had abus'd Waller. ",pba35-w0370,pers00087
"Hunter, Anne",LAURA. ,bah18-w0180,pers00281
"Addison, Joseph / Newcomb, Thomas","AN ODE To the Learned Dr. Thomas Burnett, AUTHOR of The Theory of the EARTH. ",o4602-w0010,"pers00150,pers00151"
"Betham, (Mary) Matilda","INVITATION, To J. B. C.",bmb97-w0060,pers00315
"Robinson, Mary",ANOTHER. ,pro75-w0020,pers00271
"Diaper, William",[Nereides:] Eclogue VI. ,pdi12-w0070,pers00266
"Finch, Anne, countess of Winchilsea",A SONG. ,o4784-w0740,pers00268
"Jago, Richard",VALENTINE's Day. ,o5156-w0340,pers00037
"Finch, Anne, countess of Winchilsea",JEALOUSY. A SONG.,o4784-w0750,pers00268
"Jago, Richard",The SCAVENGERS. A Town Eclogue. In the Manner of SWIFT.,o5156-w0350,pers00037
"Robinson, Mary",A PASTORAL ELEGY. ,pro75-w0030,pers00271
"Diaper, William",[Nereides:] Eclogue V. ,pdi12-w0060,pers00266
"Betham, (Mary) Matilda",WRITTEN ON WHITSUN-MONDAY 1795. ,bmb97-w0070,pers00315
"Swift, Jonathan",VERSES Wrote in a LADY'S Ivory Table-Book. Anno. 1698.,psw11-w0010,pers00148
"Wesley, Charles",To be sung at WORK. ,o3900-w1210,pers00309
"Burns, Robert","SONG, COMPOSED IN AUGUST.",cbu86-w0320,pers00307
"Gray, Thomas","On L[or]d H[olland']s Seat near M[argat]e, K[en]t ",tgaen-woxst,pers00039
"Wesley, Charles","ACTS ii. 41, &c. ",o3900-w1200,pers00309
"Burns, Robert",SONG. ,cbu86-w0330,pers00307
"Blamire, Susanna",THE CHELSEA PENSIONERS. ,bsb18-w0360,pers00280
"Mendez, Moses",TO MR. S. TUCKER. ,o5089-w0680,pers00033
"Dalrymple, Hew",WOODSTOCK. AN ELEGY.,o4985-w0280,pers00217
"Warton, Thomas","ON THE DEATH OF KING GEORGE THE SECOND, AND ACCESSION OF KING GEORGE THE THIRD. ADDRESSED TO WILLIAM PITT, ESQ. BEING THE CONCLUDING COPY OF OXFORD VERSES.",o4984-w0460,pers00053
"Akenside, Mark",ON THE WINTER SOLSTICE. M. D.CC.XL.,o5089-w0690,pers00047
"Blamire, Susanna","NAY, NAY, CENSOR TIME. ",bsb18-w0370,pers00280
"Warton, Thomas",ON THE MARRIAGE OF KING GEORGE THE THIRD AND QUEEN CHARLOTTE. TO THE QUEEN.,o4984-w0470,pers00053
"Schomberg, Ralph",ODE ON THE REBELLION IN THE YEAR MDCCXLV. ,o4985-w0290,pers00249
"Philips, Ambrose",[PASTORAL 06] THE SIXTH PASTORAL. ,sap09-w0060,pers00302
"Smart, Christopher","A NIGHT-PIECE; OR, MODERN PHILOSOPHY. ODE III.",o4103-w0050,pers00254
"Gray, Thomas",[Couplet about Birds] ,tgaen-wcoub,pers00039
"Prior, Matthew",MERRY ANDREW. ,pmp18-w0610,pers00314
"Prior, Matthew",THE CHAMELEON. ,pmp18-w0600,pers00314
"Smart, Christopher","A NOON-PIECE; OR, The MOWERS at Dinner. ODE II.",o4103-w0040,pers00254
"Hands, Elizabeth",CONTENTMENT. ,peh89-w0270,pers00324
"Browne, Isaac Hawkins","HORACE, Ode 14. Book I. imitated in 1746.",o5153-w0640,pers00083
"Carstairs, Christian","A SONG, to the Tune of “Here awa, there awa.” ",pcc86-w0250,pers00323
"Day, Eliza",CHLOE. ,bed98-w0060,pers00340
"Sican, John","VERSES sent to Dean SWIFT on his Birth-day, with PINE'S HORACE finely bound. ",o5155-w0290,pers00127
"Little, Janet",AN EXTEMPORARY ACROSTIC. ,bjl92-w0420,pers00338
"Rolle, Edward",To a Young Lady with FONTENELLE'S Plurality of Worlds. ,o5154-w0470,pers00124
"Hands, Elizabeth",Written on Their MAJESTIES coming to Kew. ,peh89-w0260,pers00324
"Seward, Thomas","The Female Right to LITERATURE, in a Letter to a young Lady from FLORENCE.",o5153-w0650,pers00147
"Rolle, Edward",The POWER of POETRY. ,o5154-w0460,pers00124
"Little, Janet",AN EPISTLE TO MR. ROBERT BURNS. ,bjl92-w0430,pers00338
"Carstairs, Christian",SONG. ,pcc86-w0240,pers00323
"Merrick, James",An EPITAPH. ,o5155-w0280,pers00045
"Day, Eliza",TO — — — ,bed98-w0070,pers00340
"Gambold, John",EPITAPH. ,o3900-w0040,pers00311
"Duck, Stephen",The ABSENT LOVER. ,o4741-w0130,pers00091
"Gay, John",FABLE [47] XLVII. The Court of Death.,ojg27-w0480,pers00303
"Keate, George","PROLOGUE TO THE PLAY OF KING JOHN, ACTED AT MR. NEWCOMB'S, AT HACKNEY, IN MARCH MDCCLXIX. ",o4986-w0180,pers00236
"Dodd, William",HYMN TO HOPE. ,o4987-w0760,pers00220
"Carmichael, Rebekah",ON A REAL INSTANCE OF DISINTERESTED FRIENDSHIP ,prc90-w0220,pers00328
"Duck, Stephen",On the Hon. Mrs. HORNER's Travelling for the Recovery of her Health. ,o4741-w0120,pers00091
"Dodd, William","VERSES OCCASIONED BY A PRESENT OF A MOSS ROSE-BUD, FROM MISS JACKSON OF SOUTHGATE. ",o4987-w0770,pers00220
"Carmichael, Rebekah",ON A YOUNG LADY ,prc90-w0230,pers00328
"Gay, John",FABLE [48] XLVIII. The Gardener and the Hog.,ojg27-w0490,pers00303
"Keate, George",EPILOGUE TO THE SAME PLAY. SPOKEN BY CONSTANCE.,o4986-w0190,pers00236
"Hunter, Anne",THE DIRGE OF AMORET. ,bah18-w0340,pers00281
"Smith, Charlotte",SONNET [36] XXXVI. ,n22cs-w0360,pers00290
"Jones, Mary",On the Reasonableness of Her coming to the Oxford Act. ,pjo50-w0160,pers00273
"Jones, Mary","To the same. Written at Fern-Hill, while dinner was waiting for her.",pjo50-w0170,pers00273
"Smith, Charlotte","SONNET [37] XXXVII. Sent to the Hon. Mrs. O'Niell, with painted Flowers. ",n22cs-w0370,pers00290
"Hunter, Anne",SONG. ,bah18-w0350,pers00281
"Finch, Anne, countess of Winchilsea","A Miller, his Son, and their Ass. A FABLE Translated from Monsieur de la Fontaine.",o4784-w0590,pers00268
"Baillie, Joanna","A SONG, (WRITTEN FOR MR. STRUTHER'S COLLECTION OF SONGS.)",bjb18-w0510,pers00287
"Shenstone, William",The PRICE of an EQUIPAGE. ,o5156-w0190,pers00035
"Winstanley, John",On WIT. ,o5157-w0770,pers00005
"Monck, Mary",The ANSWER. ,o5157-w0760,pers00140
"Finch, Anne, countess of Winchilsea","To a Friend, in Praise of the Invention of Writing Letters. ",o4784-w0580,pers00268
"Shenstone, William",Written at an INN on a particular Occasion. ,o5156-w0180,pers00035
"More, Hannah","FLORIO: A POETICAL TALE, FOR FINE GENTLEMEN AND FINE LADIES. ",o3982-w0010,pers00274
"Baillie, Joanna","SONG, WOO'D AND MARRIED AND A',",bjb18-w0500,pers00287
"Barber, Mary","To Mrs. Armine Cartwright, at Bath. ",pba35-w0890,pers00087
"Barber, Mary","Written for my Son, and spoken by him, at a public Examination for Victors. ",pba35-w0880,pers00087
"Collins, William","ODE TO PEACE, ",o4985-w0050,pers00048
"Leapor, Mary",The SOW and the PEACOCK. A FABLE.,o5125-w0460,pers00154
"Whyte, Samuel","VERSE. WRITTEN UPON A PEDESTAL BENEATH A ROW OF ELMS IN A MEADOW NEAR RICHMOND FERRY, BELONGING TO RICHARD OWEN CAMBRIDGE, ESQ. SEPT. MDCCLX.",o5089-w0450,pers00189
"Leapor, Mary","FLORIMELIA, the First PASTORAL. ",o5125-w0470,pers00154
"Collins, William",ODE TO SIMPLICITY. ,o4985-w0040,pers00048
"Whyte, Samuel",THE RECANTATION. AN ODE.,o5089-w0440,pers00189
"Tighe, Mary",Sonnet. ,pmt18-w0100,pers00320
"Smart, Christopher",The DISTRESSED DAMSEL. BALLAD VII.,o4103-w0280,pers00254
"Wesley, John","In AFFLICTION, or PAIN. From the German.",o3900-w0960,pers00310
"Rowe, Elizabeth",HUMANE LOVE: ,oar96-w0020,pers00265
"Barber, Mary","To a Gentleman, who took a very grave Friend of his, to visit one of quite a different Turn. ",pba35-w1130,pers00087
"Smart, Christopher",The FAIR RECLUSE. BALLAD VIII.,o4103-w0290,pers00254
"Tighe, Mary",To Time. ,pmt18-w0110,pers00320
"Wesley, John",Another. From the same.,o3900-w0970,pers00310
"Rowe, Elizabeth",To Mr. — — on his POEM. ,oar96-w0030,pers00265
Anonymous,Advice to the Ladies at Bath. ,pba35-w1120,pers00263
"Carstairs, Christian","Wrote some Months after the Accounts of my Brother's Death, who was killed in Action, July 1st 1763, near to Patna in Bengal. ",pcc86-w0080,pers00323
"Coventry, Francis","PENSHURST. INSCRIBED TO WILLIAM PERRY, Esq; AND The Honourable Mrs. ELIZABETH PERRY.",o5155-w0040,pers00089
Anonymous,"Ode to Venus, from her Votaries of the Street. ",o5156-w1110,pers00067
"Whitehead, William",To the Honourable *** ,o5153-w0490,pers00038
"Johnson, Samuel","LONDON: A POEM, In Imitation of the Third SATIRE of JUVENAL.",o5152-w0270,pers00029
"Carstairs, Christian",EPITAPH. ,pcc86-w0090,pers00323
"Coventry, Francis","TO THE Hon. WILMOT VAUGHAN, Esq; in WALES. ",o5155-w0050,pers00089
"Arbuthnot, John",ΓΝΩΘΙ ΣEΑΥΤΟΝ. Know YOUR SELF.,o5152-w0260,pers00073
"Fielding, Henry",PLAIN TRUTH. ,o5156-w1100,pers00026
"Whitehead, William",The DANGER of Writing VERSE. An EPISTLE.,o5153-w0480,pers00038
"Chatterton, Thomas",THE METHODIST. MAY 1770.,o4198-w0200,pers00288
"Finch, Anne, countess of Winchilsea",The Decision of Fortune. A FABLE.,o4784-w0100,pers00268
"Baillie, Joanna","EPILOGUE TO THE THEATRICAL REPRESENTATION AT STRAWBERRY HILL, WRITTEN BY JOANNA BAILLIE AND SPOKEN BY THE HON. ANNE S. DAMER, NOVEMBER, 1800.",bjb18-w0180,pers00287
"Finch, Anne, countess of Winchilsea","The Brass-Pot, and Stone-Jugg. A FABLE.",o4784-w0110,pers00268
"Fielding, Henry",A LETTER to Sir ROBERT WALPOLE. ,o5156-w0510,pers00026
"Baillie, Joanna","THE BANISHED MAN, ON A DISTANT VIEW OF HIS COUNTRY, WHICH HE IS QUITTING FOR EVER.",bjb18-w0190,pers00287
"Chatterton, Thomas",COLIN INSTRUCTED. 1770.,o4198-w0210,pers00288
"Boswell, James",ODE TO TRAGEDY. ,o4546-w0010,pers00304
"Barber, Mary","To the Right Honourable the Lady Elizabeth Germain, upon seeing her do a generous Action. Written as from the Person reliev'd. ",pba35-w0520,pers00087
"Blair, Robert",THE GRAVE. A POEM.,prb43-w0010,pers00342
"Cowper, William",ODE TO PEACE. ,o3794-w0150,pers00269
"Merry, Robert",TO ANNA MATILDA. ,o4739-w0100,pers00285
"Barber, Mary","Epilogue to a Comedy acted at Bath, where the Dutchess of Ormond was present. ",pba35-w0530,pers00087
"Cowper, William","On the Promotion of EDWARD THURLOW, Esq. to the Lord High Chancellorship of ENGLAND. ",o3794-w0140,pers00269
"Merry, Robert","ELEGY, Written on the PLAIN OF FONTENOY.",o4739-w0110,pers00285
"Manners, Catherine Rebecca Grey, Lady","Albert and Cecilia, a Norman Tale.",pcm93-w0010,pers00313
"Watts, Isaac",Duty to God and our Neighbour. ,o5454-w0310,pers00292
"Lee, Nathaniel",TO THE DUKE ON HIS RETURN. ,oal82-w0010,pers00343
"Gay, John",[FABLE  ] INTRODUCTION TO THE FABLES. The Shepherd and the Philosopher.,ojg27-w0010,pers00303
"Browne, Isaac Hawkins",ODE TO HEALTH. ,o4986-w0510,pers00083
"Potter, Robert",KYMBER: A MONODY.,o4986-w0500,pers00245
"Watts, Isaac",Our Saviour's Golden Rule. ,o5454-w0300,pers00292
"Pope, Alexander / Swift, Jonathan",BOUNCE TO FOP. ,o3665-w0010,"pers00012,pers00148"
"Williams, Helen Maria","LINES WRITTEN ON THE PILLAR ERECTING TO THE MEMORY OF MR. BARLOW, Minister of the United States at Paris, WHO DIED AT NAROWITCH IN POLAND, ON HIS RETURN FROM WILNA, DEC. 26, 1812.",bhw18-w0450,pers00276
"Egerton, Sarah Fyge",The Vision. ,pse03-w0280,pers00272
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM V. ,o5153-w0794,pers00119
"Watts, Isaac",THE HAZARD OF Loving the Creatures. ,o4672-w0260,pers00292
"Prior, Matthew",In the same [Chaucer's] Style. ,pmp18-w0970,pers00314
"Kelly, Isabella",THE VISION. ,pik94-w0220,pers00327
"Williams, Helen Maria","TO JAMES FORBES, ESQ. Author of “The Oriental Memoirs,” WHO ASKED FOR SOME LINES OF MY HAND-WRITING ON LEAVING FRANCE, AFTER HIS CAPTIVITY AT VERDUN.",bhw18-w0440,pers00276
"Egerton, Sarah Fyge",The Power of Love. ,pse03-w0290,pers00272
"Prior, Matthew",In the same [Chaucer's] Style. ,pmp18-w0960,pers00314
"Kelly, Isabella","ANSWER TO THE SONG OF 'TRUST NOT MAN,' &c. ",pik94-w0230,pers00327
"Watts, Isaac",Christ's Amazing Love AND My Amazing Coldness. ,o4672-w0270,pers00292
"Hands, Elizabeth",An ENIGMA. ,peh89-w0430,pers00324
"Day, Eliza",UPON FINDING THE INSCRIPTION ON MY MOTHER'S MONUMENT DEFACED. ,bed98-w0620,pers00340
"Jenyns, Soame","An EPISTLE from S. J. Esq; in the Country, to the Right Hon. the Lord LOVELACE in Town. Written in the Year 1735.",o5154-w0230,pers00112
"Little, Janet",GIVEN TO A LADY WHO ASKED ME TO WRITE A POEM. ,bjl92-w0260,pers00338
"Hands, Elizabeth","On the Author's LYING-IN, AUGUST, 1785. ",peh89-w0420,pers00324
"Lyttelton, George, 1st Baron Lyttelton",THE PROGRESS of LOVE. IN Four ECLOGUES.,o5153-w0010,pers00030
"Little, Janet","EPISTLE TO NELL, WROTE FROM LOUDOUN CASTLE.",bjl92-w0270,pers00338
"Bedingfield, Robert",The EDUCATION of ACHILLES. ,o5154-w0220,pers00046
"Thomson, James",LIBERTY. PART I.,o3841-w0010,pers00020
"Day, Eliza",ATTENDANCE UPON RELIGIOUS INSTITUTIONS. ,bed98-w0630,pers00340
"Opie, Amelia","LOVE ELEGY, TO LAURA.",bao18-w0160,pers00279
"Barbauld, Anna Laetitia",SONG VI. ,o3555-w0180,pers00149
"Berkeley, George Monck",TO MIRANDA. ,o5280-w0130,pers00277
"Tate, Nahum",Dialogue. Alexis and Laura. ,oat77-w0160,pers00344
"Prior, Matthew","AN EPISTLE TO FLEETWOOD SHEPHARD, Esq ",pmp18-w0050,pers00314
"Barbauld, Anna Laetitia","DELIA, AN ELEGY. ",o3555-w0190,pers00149
"Berkeley, George Monck",ELEGIAC BALLAD. TO HENRY M'KENZIE ESQ.,o5280-w0120,pers00277
"Prior, Matthew",An ODE. ,pmp18-w0040,pers00314
"Tate, Nahum",The Restitution. ,oat77-w0170,pers00344
"Opie, Amelia","LOVE ELEGY, TO HENRY.",bao18-w0170,pers00279
"Blamire, Susanna",OLD HARRY'S RETURN. ,bsb18-w0520,pers00280
"Finch, Anne, countess of Winchilsea","PSALM the 137th, Paraphras'd to the 7th Verse. ",o4784-w0820,pers00268
"Alcock, Mary",A COLLEGE LIFE. FOR THE VASE AT BATH-EASTON.,pma99-w0370,pers00306
"Hamilton, William Gerard",ODE TO TASTE. ,o4984-w0220,pers00227
"Finch, Anne, countess of Winchilsea",The Battle between the Rats and the Weazles. ,o4784-w0830,pers00268
"Blamire, Susanna",THE NABOB. ,bsb18-w0530,pers00280
"Hamilton, William Gerard","ODE TO THE Right Honourable the Lady ****, ON THE DEATH OF HER SON. ",o4984-w0230,pers00227
"Alcock, Mary",HYMN. ,pma99-w0360,pers00306
"Finch, Anne, countess of Winchilsea",The MAN and his HORSE. ,o4784-w0670,pers00268
"Whistler, Anthony",SONG. ,o5156-w0270,pers00138
"Percy, Thomas","CYNTHIA, an Elegiac POEM.",o5157-w0490,pers00056
"Diaper, William",[Nereides:] Eclogue XIII. ,pdi12-w0140,pers00266
"Robinson, Mary",An EPISTLE to a FRIEND. ,pro75-w0110,pers00271
"Betham, (Mary) Matilda",THE COMPLAINT OF FANCY. To A. R. C.,bmb97-w0150,pers00315
"Swift, Jonathan","A DESCRIPTION OF A CITY SHOWER. October, 1710.",psw11-w0120,pers00148
"Percy, Thomas",A SONG. ,o5157-w0480,pers00056
"Betham, (Mary) Matilda",HUMAN PLEASURE OR PAIN. ,bmb97-w0140,pers00315
"Diaper, William",[Nereides:] Eclogue XIV. ,pdi12-w0150,pers00266
"Robinson, Mary",ODE to VIRTUE. ,pro75-w0100,pers00271
"Finch, Anne, countess of Winchilsea",The LYON and the GNAT. ,o4784-w0660,pers00268
"Whistler, Anthony",To ****** ,o5156-w0260,pers00138
"Smith, Charlotte",SONNET [08] VIII. To Spring. ,n22cs-w0080,pers00290
"Jones, Mary","Consolatory Rhymes to Mrs. East, On the Death of her Canary Bird. ",pjo50-w0280,pers00273
"Barber, Mary","Written for my Son, to some of the Fellows of the College, who took care of the School in his Master's Absence. ",pba35-w0250,pers00087
"Jones, Mary",HOLT WATERS. A Tale. Extracted from the Natural History of Berkshire.,pjo50-w0290,pers00273
"Smith, Charlotte",SONNET [09] IX. ,n22cs-w0090,pers00290
"Barber, Mary","Written for a Gentlewoman in Distress. To her Grace Adelida, Dutchess of Shrewsbury. ",pba35-w0240,pers00087
"Gray, Thomas","Ode on the Death of a Favourite Cat, Drowned in a Tub of Gold Fishes ",tgaen-wodfc,pers00039
"Gray, Thomas",THE DESCENT OF ODIN: AN ODE.,o4986-w0260,pers00039
"Cockfield, Joseph",ODE ON AUTUMN. WRITTEN IN THE YEAR MDCCLXI.,o4987-w0480,pers00213
"Cockfield, Joseph",EPITAPH ON A PEASANT. ,o4987-w0490,pers00213
"Gray, Thomas",THE TRIUMPHS OF OWEN: A FRAGMENT.,o4986-w0270,pers00039
"Watts, Isaac",TO Mr. Robert Atwood. ,o4672-w0510,pers00292
"Carey, Henry","THE BEAU MONDE, OR THE Pleasures of St. JAMES'S. A BALLAD.",o3452-w0020,pers00329
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM XVI. ,o5153-w0805,pers00119
"Williams, Helen Maria",SONNET TO THE CALBASSIA-TREE.,bhw18-w0320,pers00276
"Watts, Isaac",TO Mr. William Blackbourn. ,o4672-w0500,pers00292
"Williams, Helen Maria",SONNET TO THE WHITE-BIRD OF THE TROPIC.,bhw18-w0330,pers00276
"Garrick, David",INSCRIPTIONS on a Monument to the Memory of a Lady's favourite Bullfinch. ,o5154-w0540,pers00098
"Little, Janet",FROM DELIA TO ALONZO. ,bjl92-w0510,pers00338
"Day, Eliza","THE THREE LAMPS; OR, THE HERMIT OF THE WOOD.",bed98-w0150,pers00340
"Hands, Elizabeth",REFLECTION on MEDITATION. ,peh89-w0340,pers00324
"Edwards, Thomas",SONNET I. ,o5153-w0770,pers00016
"Green, Matthew","An EPIGRAM. On the Reverend Mr. LAURENCE ECHARD's, and Bishop GILBERT BURNET's Histories.",o5152-w0190,pers00101
"Whitehead, William","ELEGY III. To the Right Honourable George Simon Harcourt, Visc. Newnham. Written at ROME, 1756. ",o5157-w0072,pers00038
"Day, Eliza",TO THE MEMORY OF THE LATE REV. C — — R — —. ,bed98-w0140,pers00340
"Little, Janet",FROM ALONZO TO DELIA. ,bjl92-w0500,pers00338
"Moore, Edward",The TRIAL of SELIM the PERSIAN For divers High Crimes and Misdemeanours.,o5154-w0550,pers00141
"Green, Matthew",The SPLEEN. An EPISTLE to Mr. C— J—.,o5152-w0180,pers00101
"Hands, Elizabeth",On reading Pope's Eloiza to Abelard. ,peh89-w0350,pers00324
"Roderick, Richard",A SONNET. Imitated from the Spanish of LOPEZ DE VEGA. Menagiana tom. iv. p. 176.,o5153-w0760,pers00123
"Prior, Matthew","HENRY and EMMA, A POEM, Upon the Model of The Nut-brown Maid. To CLOE.",pmp18-w0720,pers00314
"Tate, Nahum",Of the Few Adherers to Virtue. ,oat77-w0610,pers00344
"Bloomfield, Robert",[THE FARMER'S BOY; A RURAL POEM.] SPRING.,o5398-w0010,pers00278
"Smart, Christopher",THE HOP-GARDEN. A GEORGIC. In Two BOOKS.,o4103-w0170,pers00254
"Tate, Nahum",On Sight of some Martyr's Sepulchres. ,oat77-w0600,pers00344
"Prior, Matthew","AN ODE, Humbly Inscrib'd to the QUEEN. ON THE Glorious Success OF Her MAJESTY's Arms, 1706. Written in Imitation of Spencer's Style.",pmp18-w0730,pers00314
"Scott, John",HYMN FROM PSALM VIII. ,o4984-w0550,pers00250
"Alcock, Mary",A PARODY UPON WHO DARES TO KILL KILDARE. ,pma99-w0400,pers00306
"Blamire, Susanna",EDWIN AND ALICIA. A TALE.,bsb18-w0250,pers00280
"Alcock, Mary",A PARODY UPON SWIFT's NURSES' SONG. ,pma99-w0410,pers00306
"Scott, John",ELEGY. WRITTEN AT THE APPROACH OF WINTER.,o4984-w0540,pers00250
"Blamire, Susanna",LETTERS OF THE LOVERS. ,bsb18-w0240,pers00280
"Akenside, Mark","ODE VII. To a FRIEND, on the hazard of falling in LOVE. ",o3776-w0070,pers00047
"Wesley, Charles",HYMN for ASCENSION-DAY. ,o3900-w1320,pers00309
"Burns, Robert","TO A MOUNTAIN-DAISY, On turning one down, with the Plough, in April — 1786.",cbu86-w0210,pers00307
"Wesley, Charles",HYMN for WHITSUNDAY. ,o3900-w1330,pers00309
"Burns, Robert","A PRAYER, IN THE PROSPECT OF DEATH. ",cbu86-w0200,pers00307
"Akenside, Mark",ODE VI. On the Absence of the Poetic Inclination. ,o3776-w0060,pers00047
"Egerton, Sarah Fyge","To Alexis, on his absence. ",pse03-w0160,pers00272
"Lennox, Charlotte",The QUESTION. ,o5247-w0140,pers00295
"Watts, Isaac",THE HAPPY SAINT AND Cursed Sinner. PSALM I.,o4672-w0180,pers00292
"Egerton, Sarah Fyge",A SONG. ,pse03-w0170,pers00272
"Lennox, Charlotte","The ADVICE, An ODE.",o5247-w0150,pers00295
"Watts, Isaac",Doubts and Fears SUPPRES'D. PSALM III.,o4672-w0190,pers00292
